,Year,lon,Lat
1634,2018-01-01,-3.55,56.75
1636,2014-01-01,-3.69,57.15
1638,1995-01-01,-4.45,57.32
1639,1935-01-01,-5.558428,57.175284
1641,2014-01-01,-3.85,57.2
1642,2021-01-01,-4.33425,56.125639
1643,2004-01-01,-5.74,57.26
1644,2014-01-01,-2.43,57.11
1647,2018-01-01,-5.46,56.3
1650,2007-01-01,-2.45,57.12
1652,1991-01-01,-3.927145,57.781474
1653,2014-01-01,-2.72,57.17
1654,2018-01-01,-3.55,56.75
1656,2014-01-01,-3.69,57.15
1658,1995-01-01,-4.45,57.32
1659,1935-01-01,-5.558428,57.175284
1660,2007-01-01,-2.45,57.12
1662,1991-01-01,-3.927145,57.781474
1663,2014-01-01,-2.72,57.17
1664,2018-01-01,-3.55,56.75
1666,2014-01-01,-3.69,57.15
1668,1995-01-01,-4.45,57.32
1669,1935-01-01,-5.558428,57.175284
1670,2007-01-01,-2.45,57.12
1672,1991-01-01,-3.927145,57.781474
1673,2014-01-01,-2.72,57.17
1674,2018-01-01,-3.55,56.75
1676,2014-01-01,-3.69,57.15
1678,1995-01-01,-4.45,57.32
1679,1935-01-01,-5.558428,57.175284
1680,2007-01-01,-2.45,57.12
1682,1991-01-01,-3.927145,57.781474
1683,2014-01-01,-2.72,57.17
1684,2018-01-01,-3.55,56.75
1686,2014-01-01,-3.69,57.15
1688,1995-01-01,-4.45,57.32
1689,1935-01-01,-5.558428,57.175284
1690,2007-01-01,-2.45,57.12
1692,1991-01-01,-3.927145,57.781474
1693,2014-01-01,-2.72,57.17
1694,2018-01-01,-3.55,56.75
1696,2014-01-01,-3.69,57.15
1698,1995-01-01,-4.45,57.32
1699,1935-01-01,-5.558428,57.175284
1702,2016-01-01,-4.57,55.04
1703,1994-01-01,-4.26,57.55
1704,1997-01-01,-5.28,58.16
1705,1925-01-01,-5.426637,57.538532
1708,2016-01-01,-2.42,57.03
1709,2006-01-01,-4.18,57.64
1710,2007-01-01,-2.45,57.12
1712,1991-01-01,-3.927145,57.781474
1713,2014-01-01,-2.72,57.17
1714,2018-01-01,-3.55,56.75
1716,2014-01-01,-3.69,57.15
1718,1995-01-01,-4.45,57.32
1719,1935-01-01,-5.558428,57.175284
1720,2007-01-01,-2.45,57.12
1722,1991-01-01,-3.927145,57.781474
1723,2014-01-01,-2.72,57.17
1724,2018-01-01,-3.55,56.75
1726,2014-01-01,-3.69,57.15
1728,1995-01-01,-4.45,57.32
1729,1935-01-01,-5.558428,57.175284
1732,1997-01-01,-3.94,56.72
1733,2016-01-01,-5.12,56.22
1734,2013-01-01,-2.71,57.18
1736,2021-01-01,-3.652795,55.23799
1737,1980-01-01,-5.342739,57.626178
1738,2018-01-01,-4.323431,55.946095
1739,2002-01-01,-5.22,58.24
1742,1997-01-01,-3.94,56.72
1743,2016-01-01,-5.12,56.22
1744,2013-01-01,-2.71,57.18
1746,2021-01-01,-3.652795,55.23799
1747,1980-01-01,-5.342739,57.626178
1748,2018-01-01,-4.323431,55.946095
1749,2002-01-01,-5.22,58.24
1750,2007-01-01,-2.45,57.12
1752,1991-01-01,-3.927145,57.781474
1753,2014-01-01,-2.72,57.17
1754,2018-01-01,-3.55,56.75
1756,2014-01-01,-3.69,57.15
1758,1995-01-01,-4.45,57.32
1759,1935-01-01,-5.558428,57.175284
1762,2016-01-01,-4.57,55.04
1763,1994-01-01,-4.26,57.55
1764,1997-01-01,-5.28,58.16
1765,1925-01-01,-5.426637,57.538532
1768,2016-01-01,-2.42,57.03
1769,2006-01-01,-4.18,57.64
1772,1997-01-01,-3.94,56.72
1773,2016-01-01,-5.12,56.22
1774,2013-01-01,-2.71,57.18
1776,2021-01-01,-3.652795,55.23799
1777,1980-01-01,-5.342739,57.626178
1778,2018-01-01,-4.323431,55.946095
1779,2002-01-01,-5.22,58.24
1780,2007-01-01,-2.45,57.12
1782,1991-01-01,-3.927145,57.781474
1783,2014-01-01,-2.72,57.17
1784,2018-01-01,-3.55,56.75
1786,2014-01-01,-3.69,57.15
1788,1995-01-01,-4.45,57.32
1789,1935-01-01,-5.558428,57.175284
1790,2007-01-01,-2.45,57.12
1792,1991-01-01,-3.927145,57.781474
1793,2014-01-01,-2.72,57.17
1794,2018-01-01,-3.55,56.75
1796,2014-01-01,-3.69,57.15
1798,1995-01-01,-4.45,57.32
1799,1935-01-01,-5.558428,57.175284
1800,2007-01-01,-2.45,57.12
1802,1991-01-01,-3.927145,57.781474
1803,2014-01-01,-2.72,57.17
1804,2018-01-01,-3.55,56.75
1806,2014-01-01,-3.69,57.15
1808,1995-01-01,-4.45,57.32
1809,1935-01-01,-5.558428,57.175284
1810,2007-01-01,-2.45,57.12
1812,1991-01-01,-3.927145,57.781474
1813,2014-01-01,-2.72,57.17
1814,2018-01-01,-3.55,56.75
1816,2014-01-01,-3.69,57.15
1818,1995-01-01,-4.45,57.32
1819,1935-01-01,-5.558428,57.175284
1820,2015-01-01,-4.44,57.65
1823,2014-01-01,-3.7,57.15
1825,2015-01-01,-3.31,57.63
1827,2015-01-01,-2.41,57.05
1829,2011-01-01,-4.05108,56.997827
1831,2014-01-01,-3.85,57.2
1832,2021-01-01,-4.33425,56.125639
1833,2004-01-01,-5.74,57.26
1834,2014-01-01,-2.43,57.11
1837,2018-01-01,-5.46,56.3
1840,2007-01-01,-2.45,57.12
1842,1991-01-01,-3.927145,57.781474
1843,2014-01-01,-2.72,57.17
1844,2018-01-01,-3.55,56.75
1846,2014-01-01,-3.69,57.15
1848,1995-01-01,-4.45,57.32
1849,1935-01-01,-5.558428,57.175284
1851,2014-01-01,-3.85,57.2
1852,2021-01-01,-4.33425,56.125639
1853,2004-01-01,-5.74,57.26
1854,2014-01-01,-2.43,57.11
1857,2018-01-01,-5.46,56.3
1860,2007-01-01,-2.45,57.12
1862,1991-01-01,-3.927145,57.781474
1863,2014-01-01,-2.72,57.17
1864,2018-01-01,-3.55,56.75
1866,2014-01-01,-3.69,57.15
1868,1995-01-01,-4.45,57.32
1869,1935-01-01,-5.558428,57.175284
1870,2007-01-01,-2.45,57.12
1872,1991-01-01,-3.927145,57.781474
1873,2014-01-01,-2.72,57.17
1874,2018-01-01,-3.55,56.75
1876,2014-01-01,-3.69,57.15
1878,1995-01-01,-4.45,57.32
1879,1935-01-01,-5.558428,57.175284
1880,2007-01-01,-2.45,57.12
1882,1991-01-01,-3.927145,57.781474
1883,2014-01-01,-2.72,57.17
1884,2018-01-01,-3.55,56.75
1886,2014-01-01,-3.69,57.15
1888,1995-01-01,-4.45,57.32
1889,1935-01-01,-5.558428,57.175284
1891,2014-01-01,-3.85,57.2
1892,2021-01-01,-4.33425,56.125639
1893,2004-01-01,-5.74,57.26
1894,2014-01-01,-2.43,57.11
1897,2018-01-01,-5.46,56.3
1900,2007-01-01,-2.45,57.12
1902,1991-01-01,-3.927145,57.781474
1903,2014-01-01,-2.72,57.17
1904,2018-01-01,-3.55,56.75
1906,2014-01-01,-3.69,57.15
1908,1995-01-01,-4.45,57.32
1909,1935-01-01,-5.558428,57.175284
1911,2014-01-01,-3.85,57.2
1912,2021-01-01,-4.33425,56.125639
1913,2004-01-01,-5.74,57.26
1914,2014-01-01,-2.43,57.11
1917,2018-01-01,-5.46,56.3
1922,1997-01-01,-3.94,56.72
1923,2016-01-01,-5.12,56.22
1924,2013-01-01,-2.71,57.18
1926,2021-01-01,-3.652795,55.23799
1927,1980-01-01,-5.342739,57.626178
1928,2018-01-01,-4.323431,55.946095
1929,2002-01-01,-5.22,58.24
1932,1997-01-01,-3.94,56.72
1933,2016-01-01,-5.12,56.22
1934,2013-01-01,-2.71,57.18
1936,2021-01-01,-3.652795,55.23799
1937,1980-01-01,-5.342739,57.626178
1938,2018-01-01,-4.323431,55.946095
1939,2002-01-01,-5.22,58.24
1942,1997-01-01,-3.94,56.72
1943,2016-01-01,-5.12,56.22
1944,2013-01-01,-2.71,57.18
1946,2021-01-01,-3.652795,55.23799
1947,1980-01-01,-5.342739,57.626178
1948,2018-01-01,-4.323431,55.946095
1949,2002-01-01,-5.22,58.24
1950,2007-01-01,-2.45,57.12
1952,1991-01-01,-3.927145,57.781474
1953,2014-01-01,-2.72,57.17
1954,2018-01-01,-3.55,56.75
1956,2014-01-01,-3.69,57.15
1958,1995-01-01,-4.45,57.32
1959,1935-01-01,-5.558428,57.175284
1960,2007-01-01,-2.45,57.12
1962,1991-01-01,-3.927145,57.781474
1963,2014-01-01,-2.72,57.17
1964,2018-01-01,-3.55,56.75
1966,2014-01-01,-3.69,57.15
1968,1995-01-01,-4.45,57.32
1969,1935-01-01,-5.558428,57.175284
1972,1997-01-01,-3.94,56.72
1973,2016-01-01,-5.12,56.22
1974,2013-01-01,-2.71,57.18
1976,2021-01-01,-3.652795,55.23799
1977,1980-01-01,-5.342739,57.626178
1978,2018-01-01,-4.323431,55.946095
1979,2002-01-01,-5.22,58.24
1981,2014-01-01,-3.85,57.2
1982,2021-01-01,-4.33425,56.125639
1983,2004-01-01,-5.74,57.26
1984,2014-01-01,-2.43,57.11
1987,2018-01-01,-5.46,56.3
1990,2007-01-01,-2.45,57.12
1992,1991-01-01,-3.927145,57.781474
1993,2014-01-01,-2.72,57.17
1994,2018-01-01,-3.55,56.75
1996,2014-01-01,-3.69,57.15
1998,1995-01-01,-4.45,57.32
1999,1935-01-01,-5.558428,57.175284
2000,2007-01-01,-2.45,57.12
2002,1991-01-01,-3.927145,57.781474
2003,2014-01-01,-2.72,57.17
2004,2018-01-01,-3.55,56.75
2006,2014-01-01,-3.69,57.15
2008,1995-01-01,-4.45,57.32
2009,1935-01-01,-5.558428,57.175284
2011,2014-01-01,-3.85,57.2
2012,2021-01-01,-4.33425,56.125639
2013,2004-01-01,-5.74,57.26
2014,2014-01-01,-2.43,57.11
2017,2018-01-01,-5.46,56.3
2021,2014-01-01,-3.85,57.2
2022,2021-01-01,-4.33425,56.125639
2023,2004-01-01,-5.74,57.26
2024,2014-01-01,-2.43,57.11
2027,2018-01-01,-5.46,56.3
2030,2007-01-01,-2.45,57.12
2032,1991-01-01,-3.927145,57.781474
2033,2014-01-01,-2.72,57.17
2034,2018-01-01,-3.55,56.75
2036,2014-01-01,-3.69,57.15
2038,1995-01-01,-4.45,57.32
2039,1935-01-01,-5.558428,57.175284
2042,1997-01-01,-3.94,56.72
2043,2016-01-01,-5.12,56.22
2044,2013-01-01,-2.71,57.18
2046,2021-01-01,-3.652795,55.23799
2047,1980-01-01,-5.342739,57.626178
2048,2018-01-01,-4.323431,55.946095
2049,2002-01-01,-5.22,58.24
2052,2016-01-01,-4.57,55.04
2053,1994-01-01,-4.26,57.55
2054,1997-01-01,-5.28,58.16
2055,1925-01-01,-5.426637,57.538532
2058,2016-01-01,-2.42,57.03
2059,2006-01-01,-4.18,57.64
2061,2014-01-01,-3.85,57.2
2062,2021-01-01,-4.33425,56.125639
2063,2004-01-01,-5.74,57.26
2064,2014-01-01,-2.43,57.11
2067,2018-01-01,-5.46,56.3
2072,2016-01-01,-4.57,55.04
2073,1994-01-01,-4.26,57.55
2074,1997-01-01,-5.28,58.16
2075,1925-01-01,-5.426637,57.538532
2078,2016-01-01,-2.42,57.03
2079,2006-01-01,-4.18,57.64
2080,2007-01-01,-2.45,57.12
2082,1991-01-01,-3.927145,57.781474
2083,2014-01-01,-2.72,57.17
2084,2018-01-01,-3.55,56.75
2086,2014-01-01,-3.69,57.15
2088,1995-01-01,-4.45,57.32
2089,1935-01-01,-5.558428,57.175284
2092,1997-01-01,-3.94,56.72
2093,2016-01-01,-5.12,56.22
2094,2013-01-01,-2.71,57.18
2096,2021-01-01,-3.652795,55.23799
2097,1980-01-01,-5.342739,57.626178
2098,2018-01-01,-4.323431,55.946095
2099,2002-01-01,-5.22,58.24
2102,1997-01-01,-3.94,56.72
2103,2016-01-01,-5.12,56.22
2104,2013-01-01,-2.71,57.18
2106,2021-01-01,-3.652795,55.23799
2107,1980-01-01,-5.342739,57.626178
2108,2018-01-01,-4.323431,55.946095
2109,2002-01-01,-5.22,58.24
2110,2007-01-01,-2.45,57.12
2112,1991-01-01,-3.927145,57.781474
2113,2014-01-01,-2.72,57.17
2114,2018-01-01,-3.55,56.75
2116,2014-01-01,-3.69,57.15
2118,1995-01-01,-4.45,57.32
2119,1935-01-01,-5.558428,57.175284
2120,2007-01-01,-2.45,57.12
2122,1991-01-01,-3.927145,57.781474
2123,2014-01-01,-2.72,57.17
2124,2018-01-01,-3.55,56.75
2126,2014-01-01,-3.69,57.15
2128,1995-01-01,-4.45,57.32
2129,1935-01-01,-5.558428,57.175284
2130,2007-01-01,-2.45,57.12
2132,1991-01-01,-3.927145,57.781474
2133,2014-01-01,-2.72,57.17
2134,2018-01-01,-3.55,56.75
2136,2014-01-01,-3.69,57.15
2138,1995-01-01,-4.45,57.32
2139,1935-01-01,-5.558428,57.175284
2142,1997-01-01,-3.94,56.72
2143,2016-01-01,-5.12,56.22
2144,2013-01-01,-2.71,57.18
2146,2021-01-01,-3.652795,55.23799
2147,1980-01-01,-5.342739,57.626178
2148,2018-01-01,-4.323431,55.946095
2149,2002-01-01,-5.22,58.24
2150,2007-01-01,-2.45,57.12
2152,1991-01-01,-3.927145,57.781474
2153,2014-01-01,-2.72,57.17
2154,2018-01-01,-3.55,56.75
2156,2014-01-01,-3.69,57.15
2158,1995-01-01,-4.45,57.32
2159,1935-01-01,-5.558428,57.175284
2160,2007-01-01,-2.45,57.12
2162,1991-01-01,-3.927145,57.781474
2163,2014-01-01,-2.72,57.17
2164,2018-01-01,-3.55,56.75
2166,2014-01-01,-3.69,57.15
2168,1995-01-01,-4.45,57.32
2169,1935-01-01,-5.558428,57.175284
2170,2007-01-01,-2.45,57.12
2172,1991-01-01,-3.927145,57.781474
2173,2014-01-01,-2.72,57.17
2174,2018-01-01,-3.55,56.75
2176,2014-01-01,-3.69,57.15
2178,1995-01-01,-4.45,57.32
2179,1935-01-01,-5.558428,57.175284
2182,1997-01-01,-3.94,56.72
2183,2016-01-01,-5.12,56.22
2184,2013-01-01,-2.71,57.18
2186,2021-01-01,-3.652795,55.23799
2187,1980-01-01,-5.342739,57.626178
2188,2018-01-01,-4.323431,55.946095
2189,2002-01-01,-5.22,58.24
2190,2007-01-01,-2.45,57.12
2192,1991-01-01,-3.927145,57.781474
2193,2014-01-01,-2.72,57.17
2194,2018-01-01,-3.55,56.75
2196,2014-01-01,-3.69,57.15
2198,1995-01-01,-4.45,57.32
2199,1935-01-01,-5.558428,57.175284
2201,2012-01-01,-2.68,57.61
2204,2013-01-01,-3.18,56.88
2205,2015-01-01,-3.79,57.25
2206,2012-01-01,-2.52,57.03
2209,2013-01-01,-3.32,56.99
2210,2007-01-01,-2.45,57.12
2212,1991-01-01,-3.927145,57.781474
2213,2014-01-01,-2.72,57.17
2214,2018-01-01,-3.55,56.75
2216,2014-01-01,-3.69,57.15
2218,1995-01-01,-4.45,57.32
2219,1935-01-01,-5.558428,57.175284
2222,2016-01-01,-4.57,55.04
2223,1994-01-01,-4.26,57.55
2224,1997-01-01,-5.28,58.16
2225,1925-01-01,-5.426637,57.538532
2228,2016-01-01,-2.42,57.03
2229,2006-01-01,-4.18,57.64
2232,2016-01-01,-4.57,55.04
2233,1994-01-01,-4.26,57.55
2234,1997-01-01,-5.28,58.16
2235,1925-01-01,-5.426637,57.538532
2238,2016-01-01,-2.42,57.03
2239,2006-01-01,-4.18,57.64
2240,2007-01-01,-2.45,57.12
2242,1991-01-01,-3.927145,57.781474
2243,2014-01-01,-2.72,57.17
2244,2018-01-01,-3.55,56.75
2246,2014-01-01,-3.69,57.15
2248,1995-01-01,-4.45,57.32
2249,1935-01-01,-5.558428,57.175284
2250,2007-01-01,-2.45,57.12
2252,1991-01-01,-3.927145,57.781474
2253,2014-01-01,-2.72,57.17
2254,2018-01-01,-3.55,56.75
2256,2014-01-01,-3.69,57.15
2258,1995-01-01,-4.45,57.32
2259,1935-01-01,-5.558428,57.175284
2262,1997-01-01,-3.94,56.72
2263,2016-01-01,-5.12,56.22
2264,2013-01-01,-2.71,57.18
2266,2021-01-01,-3.652795,55.23799
2267,1980-01-01,-5.342739,57.626178
2268,2018-01-01,-4.323431,55.946095
2269,2002-01-01,-5.22,58.24
2270,2007-01-01,-2.45,57.12
2272,1991-01-01,-3.927145,57.781474
2273,2014-01-01,-2.72,57.17
2274,2018-01-01,-3.55,56.75
2276,2014-01-01,-3.69,57.15
2278,1995-01-01,-4.45,57.32
2279,1935-01-01,-5.558428,57.175284
2280,2007-01-01,-2.45,57.12
2282,1991-01-01,-3.927145,57.781474
2283,2014-01-01,-2.72,57.17
2284,2018-01-01,-3.55,56.75
2286,2014-01-01,-3.69,57.15
2288,1995-01-01,-4.45,57.32
2289,1935-01-01,-5.558428,57.175284
2291,2014-01-01,-3.85,57.2
2292,2021-01-01,-4.33425,56.125639
2293,2004-01-01,-5.74,57.26
2294,2014-01-01,-2.43,57.11
2297,2018-01-01,-5.46,56.3
2301,2014-01-01,-3.85,57.2
2302,2021-01-01,-4.33425,56.125639
2303,2004-01-01,-5.74,57.26
2304,2014-01-01,-2.43,57.11
2307,2018-01-01,-5.46,56.3
2311,2014-01-01,-3.85,57.2
2312,2021-01-01,-4.33425,56.125639
2313,2004-01-01,-5.74,57.26
2314,2014-01-01,-2.43,57.11
2317,2018-01-01,-5.46,56.3
2321,2012-01-01,-2.68,57.61
2324,2013-01-01,-3.18,56.88
2325,2015-01-01,-3.79,57.25
2326,2012-01-01,-2.52,57.03
2329,2013-01-01,-3.32,56.99
2331,2014-01-01,-3.85,57.2
2332,2021-01-01,-4.33425,56.125639
2333,2004-01-01,-5.74,57.26
2334,2014-01-01,-2.43,57.11
2337,2018-01-01,-5.46,56.3
2340,2007-01-01,-2.45,57.12
2342,1991-01-01,-3.927145,57.781474
2343,2014-01-01,-2.72,57.17
2344,2018-01-01,-3.55,56.75
2346,2014-01-01,-3.69,57.15
2348,1995-01-01,-4.45,57.32
2349,1935-01-01,-5.558428,57.175284
2350,2007-01-01,-2.45,57.12
2352,1991-01-01,-3.927145,57.781474
2353,2014-01-01,-2.72,57.17
2354,2018-01-01,-3.55,56.75
2356,2014-01-01,-3.69,57.15
2358,1995-01-01,-4.45,57.32
2359,1935-01-01,-5.558428,57.175284
2361,2012-01-01,-2.68,57.61
2364,2013-01-01,-3.18,56.88
2365,2015-01-01,-3.79,57.25
2366,2012-01-01,-2.52,57.03
2369,2013-01-01,-3.32,56.99
2370,2007-01-01,-2.45,57.12
2372,1991-01-01,-3.927145,57.781474
2373,2014-01-01,-2.72,57.17
2374,2018-01-01,-3.55,56.75
2376,2014-01-01,-3.69,57.15
2378,1995-01-01,-4.45,57.32
2379,1935-01-01,-5.558428,57.175284
2381,2014-01-01,-3.85,57.2
2382,2021-01-01,-4.33425,56.125639
2383,2004-01-01,-5.74,57.26
2384,2014-01-01,-2.43,57.11
2387,2018-01-01,-5.46,56.3
2392,1997-01-01,-3.94,56.72
2393,2016-01-01,-5.12,56.22
2394,2013-01-01,-2.71,57.18
2396,2021-01-01,-3.652795,55.23799
2397,1980-01-01,-5.342739,57.626178
2398,2018-01-01,-4.323431,55.946095
2399,2002-01-01,-5.22,58.24
2402,1997-01-01,-3.94,56.72
2403,2016-01-01,-5.12,56.22
2404,2013-01-01,-2.71,57.18
2406,2021-01-01,-3.652795,55.23799
2407,1980-01-01,-5.342739,57.626178
2408,2018-01-01,-4.323431,55.946095
2409,2002-01-01,-5.22,58.24
2411,2014-01-01,-3.85,57.2
2412,2021-01-01,-4.33425,56.125639
2413,2004-01-01,-5.74,57.26
2414,2014-01-01,-2.43,57.11
2417,2018-01-01,-5.46,56.3
2420,2015-01-01,-4.44,57.65
2423,2014-01-01,-3.7,57.15
2425,2015-01-01,-3.31,57.63
2427,2015-01-01,-2.41,57.05
2429,2011-01-01,-4.05108,56.997827
2430,2007-01-01,-2.45,57.12
2432,1991-01-01,-3.927145,57.781474
2433,2014-01-01,-2.72,57.17
2434,2018-01-01,-3.55,56.75
2436,2014-01-01,-3.69,57.15
2438,1995-01-01,-4.45,57.32
2439,1935-01-01,-5.558428,57.175284
2440,2007-01-01,-2.45,57.12
2442,1991-01-01,-3.927145,57.781474
2443,2014-01-01,-2.72,57.17
2444,2018-01-01,-3.55,56.75
2446,2014-01-01,-3.69,57.15
2448,1995-01-01,-4.45,57.32
2449,1935-01-01,-5.558428,57.175284
2452,1997-01-01,-3.94,56.72
2453,2016-01-01,-5.12,56.22
2454,2013-01-01,-2.71,57.18
2456,2021-01-01,-3.652795,55.23799
2457,1980-01-01,-5.342739,57.626178
2458,2018-01-01,-4.323431,55.946095
2459,2002-01-01,-5.22,58.24
2460,2007-01-01,-2.45,57.12
2462,1991-01-01,-3.927145,57.781474
2463,2014-01-01,-2.72,57.17
2464,2018-01-01,-3.55,56.75
2466,2014-01-01,-3.69,57.15
2468,1995-01-01,-4.45,57.32
2469,1935-01-01,-5.558428,57.175284
2472,1997-01-01,-3.94,56.72
2473,2016-01-01,-5.12,56.22
2474,2013-01-01,-2.71,57.18
2476,2021-01-01,-3.652795,55.23799
2477,1980-01-01,-5.342739,57.626178
2478,2018-01-01,-4.323431,55.946095
2479,2002-01-01,-5.22,58.24
2480,2007-01-01,-2.45,57.12
2482,1991-01-01,-3.927145,57.781474
2483,2014-01-01,-2.72,57.17
2484,2018-01-01,-3.55,56.75
2486,2014-01-01,-3.69,57.15
2488,1995-01-01,-4.45,57.32
2489,1935-01-01,-5.558428,57.175284
2490,2007-01-01,-2.45,57.12
2492,1991-01-01,-3.927145,57.781474
2493,2014-01-01,-2.72,57.17
2494,2018-01-01,-3.55,56.75
2496,2014-01-01,-3.69,57.15
2498,1995-01-01,-4.45,57.32
2499,1935-01-01,-5.558428,57.175284
2500,2007-01-01,-2.45,57.12
2502,1991-01-01,-3.927145,57.781474
2503,2014-01-01,-2.72,57.17
2504,2018-01-01,-3.55,56.75
2506,2014-01-01,-3.69,57.15
2508,1995-01-01,-4.45,57.32
2509,1935-01-01,-5.558428,57.175284
2510,2015-01-01,-3.18,57.5
2511,2021-01-01,-2.250059,57.225489
2512,2010-01-01,-2.8,57.16
2513,2011-01-01,-5.844891,57.144345
2515,1997-01-01,-4.13,57.49
2516,2013-01-01,-3.76,57.15
2519,2015-01-01,-4.71,56.43
2522,1997-01-01,-3.94,56.72
2523,2016-01-01,-5.12,56.22
2524,2013-01-01,-2.71,57.18
2526,2021-01-01,-3.652795,55.23799
2527,1980-01-01,-5.342739,57.626178
2528,2018-01-01,-4.323431,55.946095
2529,2002-01-01,-5.22,58.24
2532,1997-01-01,-3.94,56.72
2533,2016-01-01,-5.12,56.22
2534,2013-01-01,-2.71,57.18
2536,2021-01-01,-3.652795,55.23799
2537,1980-01-01,-5.342739,57.626178
2538,2018-01-01,-4.323431,55.946095
2539,2002-01-01,-5.22,58.24
2542,1997-01-01,-3.94,56.72
2543,2016-01-01,-5.12,56.22
2544,2013-01-01,-2.71,57.18
2546,2021-01-01,-3.652795,55.23799
2547,1980-01-01,-5.342739,57.626178
2548,2018-01-01,-4.323431,55.946095
2549,2002-01-01,-5.22,58.24
2550,2015-01-01,-3.18,57.5
2551,2021-01-01,-2.250059,57.225489
2552,2010-01-01,-2.8,57.16
2553,2011-01-01,-5.844891,57.144345
2555,1997-01-01,-4.13,57.49
2556,2013-01-01,-3.76,57.15
2559,2015-01-01,-4.71,56.43
2560,2007-01-01,-2.45,57.12
2562,1991-01-01,-3.927145,57.781474
2563,2014-01-01,-2.72,57.17
2564,2018-01-01,-3.55,56.75
2566,2014-01-01,-3.69,57.15
2568,1995-01-01,-4.45,57.32
2569,1935-01-01,-5.558428,57.175284
2572,1997-01-01,-3.94,56.72
2573,2016-01-01,-5.12,56.22
2574,2013-01-01,-2.71,57.18
2576,2021-01-01,-3.652795,55.23799
2577,1980-01-01,-5.342739,57.626178
2578,2018-01-01,-4.323431,55.946095
2579,2002-01-01,-5.22,58.24
2580,2015-01-01,-5.811914,57.145353
2581,2007-01-01,-4.75,57.34
2582,1997-01-01,-5.24,58.14
2583,1965-01-01,-5.435086,57.628195
2585,2015-01-01,-3.962706,55.14352
2586,2014-01-01,-2.81,57.51
2587,1986-01-01,-3.48,56.11
2589,2015-01-01,-3.08,57.6
2590,2007-01-01,-2.45,57.12
2592,1991-01-01,-3.927145,57.781474
2593,2014-01-01,-2.72,57.17
2594,2018-01-01,-3.55,56.75
2596,2014-01-01,-3.69,57.15
2598,1995-01-01,-4.45,57.32
2599,1935-01-01,-5.558428,57.175284
2601,2014-01-01,-3.85,57.2
2602,2021-01-01,-4.33425,56.125639
2603,2004-01-01,-5.74,57.26
2604,2014-01-01,-2.43,57.11
2607,2018-01-01,-5.46,56.3
2612,1997-01-01,-3.94,56.72
2613,2016-01-01,-5.12,56.22
2614,2013-01-01,-2.71,57.18
2616,2021-01-01,-3.652795,55.23799
2617,1980-01-01,-5.342739,57.626178
2618,2018-01-01,-4.323431,55.946095
2619,2002-01-01,-5.22,58.24
2620,2007-01-01,-2.45,57.12
2622,1991-01-01,-3.927145,57.781474
2623,2014-01-01,-2.72,57.17
2624,2018-01-01,-3.55,56.75
2626,2014-01-01,-3.69,57.15
2628,1995-01-01,-4.45,57.32
2629,1935-01-01,-5.558428,57.175284
2631,2012-01-01,-2.68,57.61
2634,2013-01-01,-3.18,56.88
2635,2015-01-01,-3.79,57.25
2636,2012-01-01,-2.52,57.03
2639,2013-01-01,-3.32,56.99
2642,1997-01-01,-3.94,56.72
2643,2016-01-01,-5.12,56.22
2644,2013-01-01,-2.71,57.18
2646,2021-01-01,-3.652795,55.23799
2647,1980-01-01,-5.342739,57.626178
2648,2018-01-01,-4.323431,55.946095
2649,2002-01-01,-5.22,58.24
2652,1997-01-01,-3.94,56.72
2653,2016-01-01,-5.12,56.22
2654,2013-01-01,-2.71,57.18
2656,2021-01-01,-3.652795,55.23799
2657,1980-01-01,-5.342739,57.626178
2658,2018-01-01,-4.323431,55.946095
2659,2002-01-01,-5.22,58.24
2662,1997-01-01,-3.94,56.72
2663,2016-01-01,-5.12,56.22
2664,2013-01-01,-2.71,57.18
2666,2021-01-01,-3.652795,55.23799
2667,1980-01-01,-5.342739,57.626178
2668,2018-01-01,-4.323431,55.946095
2669,2002-01-01,-5.22,58.24
2670,2015-01-01,-3.18,57.5
2671,2021-01-01,-2.250059,57.225489
2672,2010-01-01,-2.8,57.16
2673,2011-01-01,-5.844891,57.144345
2675,1997-01-01,-4.13,57.49
2676,2013-01-01,-3.76,57.15
2679,2015-01-01,-4.71,56.43
2682,1997-01-01,-3.94,56.72
2683,2016-01-01,-5.12,56.22
2684,2013-01-01,-2.71,57.18
2686,2021-01-01,-3.652795,55.23799
2687,1980-01-01,-5.342739,57.626178
2688,2018-01-01,-4.323431,55.946095
2689,2002-01-01,-5.22,58.24
2690,2007-01-01,-2.45,57.12
2692,1991-01-01,-3.927145,57.781474
2693,2014-01-01,-2.72,57.17
2694,2018-01-01,-3.55,56.75
2696,2014-01-01,-3.69,57.15
2698,1995-01-01,-4.45,57.32
2699,1935-01-01,-5.558428,57.175284
2701,2012-01-01,-2.68,57.61
2704,2013-01-01,-3.18,56.88
2705,2015-01-01,-3.79,57.25
2706,2012-01-01,-2.52,57.03
2709,2013-01-01,-3.32,56.99
2710,2007-01-01,-2.45,57.12
2712,1991-01-01,-3.927145,57.781474
2713,2014-01-01,-2.72,57.17
2714,2018-01-01,-3.55,56.75
2716,2014-01-01,-3.69,57.15
2718,1995-01-01,-4.45,57.32
2719,1935-01-01,-5.558428,57.175284
2722,1997-01-01,-3.94,56.72
2723,2016-01-01,-5.12,56.22
2724,2013-01-01,-2.71,57.18
2726,2021-01-01,-3.652795,55.23799
