,Year,lon,Lat
2727,1980-01-01,-5.342739,57.626178
2728,2018-01-01,-4.323431,55.946095
2729,2002-01-01,-5.22,58.24
2730,2007-01-01,-2.45,57.12
2732,1991-01-01,-3.927145,57.781474
2733,2014-01-01,-2.72,57.17
2734,2018-01-01,-3.55,56.75
2736,2014-01-01,-3.69,57.15
2738,1995-01-01,-4.45,57.32
2739,1935-01-01,-5.558428,57.175284
2742,1997-01-01,-3.94,56.72
2743,2016-01-01,-5.12,56.22
2744,2013-01-01,-2.71,57.18
2746,2021-01-01,-3.652795,55.23799
2747,1980-01-01,-5.342739,57.626178
2748,2018-01-01,-4.323431,55.946095
2749,2002-01-01,-5.22,58.24
2750,2007-01-01,-2.45,57.12
2752,1991-01-01,-3.927145,57.781474
2753,2014-01-01,-2.72,57.17
2754,2018-01-01,-3.55,56.75
2756,2014-01-01,-3.69,57.15
2758,1995-01-01,-4.45,57.32
2759,1935-01-01,-5.558428,57.175284
2762,1997-01-01,-3.94,56.72
2763,2016-01-01,-5.12,56.22
2764,2013-01-01,-2.71,57.18
2766,2021-01-01,-3.652795,55.23799
2767,1980-01-01,-5.342739,57.626178
2768,2018-01-01,-4.323431,55.946095
2769,2002-01-01,-5.22,58.24
2772,1997-01-01,-3.94,56.72
2773,2016-01-01,-5.12,56.22
2774,2013-01-01,-2.71,57.18
2776,2021-01-01,-3.652795,55.23799
2777,1980-01-01,-5.342739,57.626178
2778,2018-01-01,-4.323431,55.946095
2779,2002-01-01,-5.22,58.24
2780,2007-01-01,-2.45,57.12
2782,1991-01-01,-3.927145,57.781474
2783,2014-01-01,-2.72,57.17
2784,2018-01-01,-3.55,56.75
2786,2014-01-01,-3.69,57.15
2788,1995-01-01,-4.45,57.32
2789,1935-01-01,-5.558428,57.175284
2790,2007-01-01,-2.45,57.12
2792,1991-01-01,-3.927145,57.781474
2793,2014-01-01,-2.72,57.17
2794,2018-01-01,-3.55,56.75
2796,2014-01-01,-3.69,57.15
2798,1995-01-01,-4.45,57.32
2799,1935-01-01,-5.558428,57.175284
2801,2014-01-01,-3.85,57.2
2802,2021-01-01,-4.33425,56.125639
2803,2004-01-01,-5.74,57.26
2804,2014-01-01,-2.43,57.11
2807,2018-01-01,-5.46,56.3
2810,2007-01-01,-2.45,57.12
2812,1991-01-01,-3.927145,57.781474
2813,2014-01-01,-2.72,57.17
2814,2018-01-01,-3.55,56.75
2816,2014-01-01,-3.69,57.15
2818,1995-01-01,-4.45,57.32
2819,1935-01-01,-5.558428,57.175284
2821,2014-01-01,-3.85,57.2
2822,2021-01-01,-4.33425,56.125639
2823,2004-01-01,-5.74,57.26
2824,2014-01-01,-2.43,57.11
2827,2018-01-01,-5.46,56.3
2832,1997-01-01,-3.94,56.72
2833,2016-01-01,-5.12,56.22
2834,2013-01-01,-2.71,57.18
2836,2021-01-01,-3.652795,55.23799
2837,1980-01-01,-5.342739,57.626178
2838,2018-01-01,-4.323431,55.946095
2839,2002-01-01,-5.22,58.24
2840,2007-01-01,-2.45,57.12
2842,1991-01-01,-3.927145,57.781474
2843,2014-01-01,-2.72,57.17
2844,2018-01-01,-3.55,56.75
2846,2014-01-01,-3.69,57.15
2848,1995-01-01,-4.45,57.32
2849,1935-01-01,-5.558428,57.175284
2850,2007-01-01,-2.45,57.12
2852,1991-01-01,-3.927145,57.781474
2853,2014-01-01,-2.72,57.17
2854,2018-01-01,-3.55,56.75
2856,2014-01-01,-3.69,57.15
2858,1995-01-01,-4.45,57.32
2859,1935-01-01,-5.558428,57.175284
2862,2016-01-01,-4.57,55.04
2863,1994-01-01,-4.26,57.55
2864,1997-01-01,-5.28,58.16
2865,1925-01-01,-5.426637,57.538532
2868,2016-01-01,-2.42,57.03
2869,2006-01-01,-4.18,57.64
2870,2007-01-01,-2.45,57.12
2872,1991-01-01,-3.927145,57.781474
2873,2014-01-01,-2.72,57.17
2874,2018-01-01,-3.55,56.75
2876,2014-01-01,-3.69,57.15
2878,1995-01-01,-4.45,57.32
2879,1935-01-01,-5.558428,57.175284
2880,2007-01-01,-2.45,57.12
2882,1991-01-01,-3.927145,57.781474
2883,2014-01-01,-2.72,57.17
2884,2018-01-01,-3.55,56.75
2886,2014-01-01,-3.69,57.15
2888,1995-01-01,-4.45,57.32
2889,1935-01-01,-5.558428,57.175284
2890,2007-01-01,-2.45,57.12
2892,1991-01-01,-3.927145,57.781474
2893,2014-01-01,-2.72,57.17
2894,2018-01-01,-3.55,56.75
2896,2014-01-01,-3.69,57.15
2898,1995-01-01,-4.45,57.32
2899,1935-01-01,-5.558428,57.175284
2900,2007-01-01,-2.45,57.12
2902,1991-01-01,-3.927145,57.781474
2903,2014-01-01,-2.72,57.17
2904,2018-01-01,-3.55,56.75
2906,2014-01-01,-3.69,57.15
2908,1995-01-01,-4.45,57.32
2909,1935-01-01,-5.558428,57.175284
2910,2007-01-01,-2.45,57.12
2912,1991-01-01,-3.927145,57.781474
2913,2014-01-01,-2.72,57.17
2914,2018-01-01,-3.55,56.75
2916,2014-01-01,-3.69,57.15
2918,1995-01-01,-4.45,57.32
2919,1935-01-01,-5.558428,57.175284
2920,2007-01-01,-2.45,57.12
2922,1991-01-01,-3.927145,57.781474
2923,2014-01-01,-2.72,57.17
2924,2018-01-01,-3.55,56.75
2926,2014-01-01,-3.69,57.15
2928,1995-01-01,-4.45,57.32
2929,1935-01-01,-5.558428,57.175284
2930,2007-01-01,-2.45,57.12
2932,1991-01-01,-3.927145,57.781474
2933,2014-01-01,-2.72,57.17
2934,2018-01-01,-3.55,56.75
2936,2014-01-01,-3.69,57.15
2938,1995-01-01,-4.45,57.32
2939,1935-01-01,-5.558428,57.175284
2940,2007-01-01,-2.45,57.12
2942,1991-01-01,-3.927145,57.781474
2943,2014-01-01,-2.72,57.17
2944,2018-01-01,-3.55,56.75
2946,2014-01-01,-3.69,57.15
2948,1995-01-01,-4.45,57.32
2949,1935-01-01,-5.558428,57.175284
2952,1997-01-01,-3.94,56.72
2953,2016-01-01,-5.12,56.22
2954,2013-01-01,-2.71,57.18
2956,2021-01-01,-3.652795,55.23799
2957,1980-01-01,-5.342739,57.626178
2958,2018-01-01,-4.323431,55.946095
2959,2002-01-01,-5.22,58.24
2962,2016-01-01,-4.57,55.04
2963,1994-01-01,-4.26,57.55
2964,1997-01-01,-5.28,58.16
2965,1925-01-01,-5.426637,57.538532
2968,2016-01-01,-2.42,57.03
2969,2006-01-01,-4.18,57.64
2972,1997-01-01,-3.94,56.72
2973,2016-01-01,-5.12,56.22
2974,2013-01-01,-2.71,57.18
2976,2021-01-01,-3.652795,55.23799
2977,1980-01-01,-5.342739,57.626178
2978,2018-01-01,-4.323431,55.946095
2979,2002-01-01,-5.22,58.24
2980,2007-01-01,-2.45,57.12
2982,1991-01-01,-3.927145,57.781474
2983,2014-01-01,-2.72,57.17
2984,2018-01-01,-3.55,56.75
2986,2014-01-01,-3.69,57.15
2988,1995-01-01,-4.45,57.32
2989,1935-01-01,-5.558428,57.175284
2990,2007-01-01,-2.45,57.12
2992,1991-01-01,-3.927145,57.781474
2993,2014-01-01,-2.72,57.17
2994,2018-01-01,-3.55,56.75
2996,2014-01-01,-3.69,57.15
2998,1995-01-01,-4.45,57.32
2999,1935-01-01,-5.558428,57.175284
3001,2014-01-01,-3.85,57.2
3002,2021-01-01,-4.33425,56.125639
3003,2004-01-01,-5.74,57.26
3004,2014-01-01,-2.43,57.11
3007,2018-01-01,-5.46,56.3
3010,2007-01-01,-2.45,57.12
3012,1991-01-01,-3.927145,57.781474
3013,2014-01-01,-2.72,57.17
3014,2018-01-01,-3.55,56.75
3016,2014-01-01,-3.69,57.15
3018,1995-01-01,-4.45,57.32
3019,1935-01-01,-5.558428,57.175284
3022,1997-01-01,-3.94,56.72
3023,2016-01-01,-5.12,56.22
3024,2013-01-01,-2.71,57.18
3026,2021-01-01,-3.652795,55.23799
3027,1980-01-01,-5.342739,57.626178
3028,2018-01-01,-4.323431,55.946095
3029,2002-01-01,-5.22,58.24
3031,2012-01-01,-2.68,57.61
3034,2013-01-01,-3.18,56.88
3035,2015-01-01,-3.79,57.25
3036,2012-01-01,-2.52,57.03
3039,2013-01-01,-3.32,56.99
3041,2014-01-01,-3.85,57.2
3042,2021-01-01,-4.33425,56.125639
3043,2004-01-01,-5.74,57.26
3044,2014-01-01,-2.43,57.11
3047,2018-01-01,-5.46,56.3
3052,1997-01-01,-3.94,56.72
3053,2016-01-01,-5.12,56.22
3054,2013-01-01,-2.71,57.18
3056,2021-01-01,-3.652795,55.23799
3057,1980-01-01,-5.342739,57.626178
3058,2018-01-01,-4.323431,55.946095
3059,2002-01-01,-5.22,58.24
3062,1997-01-01,-3.94,56.72
3063,2016-01-01,-5.12,56.22
3064,2013-01-01,-2.71,57.18
3066,2021-01-01,-3.652795,55.23799
3067,1980-01-01,-5.342739,57.626178
3068,2018-01-01,-4.323431,55.946095
3069,2002-01-01,-5.22,58.24
3070,2007-01-01,-2.45,57.12
3072,1991-01-01,-3.927145,57.781474
3073,2014-01-01,-2.72,57.17
3074,2018-01-01,-3.55,56.75
3076,2014-01-01,-3.69,57.15
3078,1995-01-01,-4.45,57.32
3079,1935-01-01,-5.558428,57.175284
3080,2007-01-01,-2.45,57.12
3082,1991-01-01,-3.927145,57.781474
3083,2014-01-01,-2.72,57.17
3084,2018-01-01,-3.55,56.75
3086,2014-01-01,-3.69,57.15
3088,1995-01-01,-4.45,57.32
3089,1935-01-01,-5.558428,57.175284
3090,2007-01-01,-2.45,57.12
3092,1991-01-01,-3.927145,57.781474
3093,2014-01-01,-2.72,57.17
3094,2018-01-01,-3.55,56.75
3096,2014-01-01,-3.69,57.15
3098,1995-01-01,-4.45,57.32
3099,1935-01-01,-5.558428,57.175284
3102,2016-01-01,-4.57,55.04
3103,1994-01-01,-4.26,57.55
3104,1997-01-01,-5.28,58.16
3105,1925-01-01,-5.426637,57.538532
3108,2016-01-01,-2.42,57.03
3109,2006-01-01,-4.18,57.64
3112,1997-01-01,-3.94,56.72
3113,2016-01-01,-5.12,56.22
3114,2013-01-01,-2.71,57.18
3116,2021-01-01,-3.652795,55.23799
3117,1980-01-01,-5.342739,57.626178
3118,2018-01-01,-4.323431,55.946095
3119,2002-01-01,-5.22,58.24
3120,2007-01-01,-2.45,57.12
3122,1991-01-01,-3.927145,57.781474
3123,2014-01-01,-2.72,57.17
3124,2018-01-01,-3.55,56.75
3126,2014-01-01,-3.69,57.15
3128,1995-01-01,-4.45,57.32
3129,1935-01-01,-5.558428,57.175284
3131,2014-01-01,-3.85,57.2
3132,2021-01-01,-4.33425,56.125639
3133,2004-01-01,-5.74,57.26
3134,2014-01-01,-2.43,57.11
3137,2018-01-01,-5.46,56.3
3141,2014-01-01,-3.85,57.2
3142,2021-01-01,-4.33425,56.125639
3143,2004-01-01,-5.74,57.26
3144,2014-01-01,-2.43,57.11
3147,2018-01-01,-5.46,56.3
3150,2007-01-01,-2.45,57.12
3152,1991-01-01,-3.927145,57.781474
3153,2014-01-01,-2.72,57.17
3154,2018-01-01,-3.55,56.75
3156,2014-01-01,-3.69,57.15
3158,1995-01-01,-4.45,57.32
3159,1935-01-01,-5.558428,57.175284
3160,2007-01-01,-2.45,57.12
3162,1991-01-01,-3.927145,57.781474
3163,2014-01-01,-2.72,57.17
3164,2018-01-01,-3.55,56.75
3166,2014-01-01,-3.69,57.15
3168,1995-01-01,-4.45,57.32
3169,1935-01-01,-5.558428,57.175284
3170,2007-01-01,-2.45,57.12
3172,1991-01-01,-3.927145,57.781474
3173,2014-01-01,-2.72,57.17
3174,2018-01-01,-3.55,56.75
3176,2014-01-01,-3.69,57.15
3178,1995-01-01,-4.45,57.32
3179,1935-01-01,-5.558428,57.175284
3182,1997-01-01,-3.94,56.72
3183,2016-01-01,-5.12,56.22
3184,2013-01-01,-2.71,57.18
3186,2021-01-01,-3.652795,55.23799
3187,1980-01-01,-5.342739,57.626178
3188,2018-01-01,-4.323431,55.946095
3189,2002-01-01,-5.22,58.24
3192,1997-01-01,-3.94,56.72
3193,2016-01-01,-5.12,56.22
3194,2013-01-01,-2.71,57.18
3196,2021-01-01,-3.652795,55.23799
3197,1980-01-01,-5.342739,57.626178
3198,2018-01-01,-4.323431,55.946095
3199,2002-01-01,-5.22,58.24
3201,2014-01-01,-3.85,57.2
3202,2021-01-01,-4.33425,56.125639
3203,2004-01-01,-5.74,57.26
3204,2014-01-01,-2.43,57.11
3207,2018-01-01,-5.46,56.3
3210,2007-01-01,-2.45,57.12
3212,1991-01-01,-3.927145,57.781474
3213,2014-01-01,-2.72,57.17
3214,2018-01-01,-3.55,56.75
3216,2014-01-01,-3.69,57.15
3218,1995-01-01,-4.45,57.32
3219,1935-01-01,-5.558428,57.175284
3221,2014-01-01,-3.85,57.2
3222,2021-01-01,-4.33425,56.125639
3223,2004-01-01,-5.74,57.26
3224,2014-01-01,-2.43,57.11
3227,2018-01-01,-5.46,56.3
3232,1997-01-01,-3.94,56.72
3233,2016-01-01,-5.12,56.22
3234,2013-01-01,-2.71,57.18
3236,2021-01-01,-3.652795,55.23799
3237,1980-01-01,-5.342739,57.626178
3238,2018-01-01,-4.323431,55.946095
3239,2002-01-01,-5.22,58.24
3240,2007-01-01,-2.45,57.12
3242,1991-01-01,-3.927145,57.781474
3243,2014-01-01,-2.72,57.17
3244,2018-01-01,-3.55,56.75
3246,2014-01-01,-3.69,57.15
3248,1995-01-01,-4.45,57.32
3249,1935-01-01,-5.558428,57.175284
3250,2007-01-01,-2.45,57.12
3252,1991-01-01,-3.927145,57.781474
3253,2014-01-01,-2.72,57.17
3254,2018-01-01,-3.55,56.75
3256,2014-01-01,-3.69,57.15
3258,1995-01-01,-4.45,57.32
3259,1935-01-01,-5.558428,57.175284
3262,1997-01-01,-3.94,56.72
3263,2016-01-01,-5.12,56.22
3264,2013-01-01,-2.71,57.18
3266,2021-01-01,-3.652795,55.23799
3267,1980-01-01,-5.342739,57.626178
3268,2018-01-01,-4.323431,55.946095
3269,2002-01-01,-5.22,58.24
3271,2014-01-01,-3.85,57.2
3272,2021-01-01,-4.33425,56.125639
3273,2004-01-01,-5.74,57.26
3274,2014-01-01,-2.43,57.11
3277,2018-01-01,-5.46,56.3
3280,2007-01-01,-2.45,57.12
3282,1991-01-01,-3.927145,57.781474
3283,2014-01-01,-2.72,57.17
3284,2018-01-01,-3.55,56.75
3286,2014-01-01,-3.69,57.15
3288,1995-01-01,-4.45,57.32
3289,1935-01-01,-5.558428,57.175284
3290,2007-01-01,-2.45,57.12
3292,1991-01-01,-3.927145,57.781474
3293,2014-01-01,-2.72,57.17
3294,2018-01-01,-3.55,56.75
3296,2014-01-01,-3.69,57.15
3298,1995-01-01,-4.45,57.32
3299,1935-01-01,-5.558428,57.175284
3300,2007-01-01,-2.45,57.12
3302,1991-01-01,-3.927145,57.781474
3303,2014-01-01,-2.72,57.17
3304,2018-01-01,-3.55,56.75
3306,2014-01-01,-3.69,57.15
3308,1995-01-01,-4.45,57.32
3309,1935-01-01,-5.558428,57.175284
3312,1997-01-01,-3.94,56.72
3313,2016-01-01,-5.12,56.22
3314,2013-01-01,-2.71,57.18
3316,2021-01-01,-3.652795,55.23799
3317,1980-01-01,-5.342739,57.626178
3318,2018-01-01,-4.323431,55.946095
3319,2002-01-01,-5.22,58.24
3322,1997-01-01,-3.94,56.72
3323,2016-01-01,-5.12,56.22
3324,2013-01-01,-2.71,57.18
3326,2021-01-01,-3.652795,55.23799
3327,1980-01-01,-5.342739,57.626178
3328,2018-01-01,-4.323431,55.946095
3329,2002-01-01,-5.22,58.24
3332,1997-01-01,-3.94,56.72
3333,2016-01-01,-5.12,56.22
3334,2013-01-01,-2.71,57.18
3336,2021-01-01,-3.652795,55.23799
3337,1980-01-01,-5.342739,57.626178
3338,2018-01-01,-4.323431,55.946095
3339,2002-01-01,-5.22,58.24
3342,1997-01-01,-3.94,56.72
3343,2016-01-01,-5.12,56.22
3344,2013-01-01,-2.71,57.18
3346,2021-01-01,-3.652795,55.23799
3347,1980-01-01,-5.342739,57.626178
3348,2018-01-01,-4.323431,55.946095
3349,2002-01-01,-5.22,58.24
3350,2007-01-01,-2.45,57.12
3352,1991-01-01,-3.927145,57.781474
3353,2014-01-01,-2.72,57.17
3354,2018-01-01,-3.55,56.75
3356,2014-01-01,-3.69,57.15
3358,1995-01-01,-4.45,57.32
3359,1935-01-01,-5.558428,57.175284
3362,2016-01-01,-4.57,55.04
3363,1994-01-01,-4.26,57.55
3364,1997-01-01,-5.28,58.16
3365,1925-01-01,-5.426637,57.538532
3368,2016-01-01,-2.42,57.03
3369,2006-01-01,-4.18,57.64
3372,1997-01-01,-3.94,56.72
3373,2016-01-01,-5.12,56.22
3374,2013-01-01,-2.71,57.18
3376,2021-01-01,-3.652795,55.23799
3377,1980-01-01,-5.342739,57.626178
3378,2018-01-01,-4.323431,55.946095
3379,2002-01-01,-5.22,58.24
3380,2007-01-01,-2.45,57.12
3382,1991-01-01,-3.927145,57.781474
3383,2014-01-01,-2.72,57.17
3384,2018-01-01,-3.55,56.75
3386,2014-01-01,-3.69,57.15
3388,1995-01-01,-4.45,57.32
3389,1935-01-01,-5.558428,57.175284
3392,1997-01-01,-3.94,56.72
3393,2016-01-01,-5.12,56.22
3394,2013-01-01,-2.71,57.18
3396,2021-01-01,-3.652795,55.23799
3397,1980-01-01,-5.342739,57.626178
3398,2018-01-01,-4.323431,55.946095
3399,2002-01-01,-5.22,58.24
3400,2007-01-01,-2.45,57.12
3402,1991-01-01,-3.927145,57.781474
3403,2014-01-01,-2.72,57.17
3404,2018-01-01,-3.55,56.75
3406,2014-01-01,-3.69,57.15
3408,1995-01-01,-4.45,57.32
3409,1935-01-01,-5.558428,57.175284
3410,2007-01-01,-2.45,57.12
3412,1991-01-01,-3.927145,57.781474
3413,2014-01-01,-2.72,57.17
3414,2018-01-01,-3.55,56.75
3416,2014-01-01,-3.69,57.15
3418,1995-01-01,-4.45,57.32
3419,1935-01-01,-5.558428,57.175284
3420,2015-01-01,-4.44,57.65
3423,2014-01-01,-3.7,57.15
3425,2015-01-01,-3.31,57.63
3427,2015-01-01,-2.41,57.05
3429,2011-01-01,-4.05108,56.997827
3430,2007-01-01,-2.45,57.12
3432,1991-01-01,-3.927145,57.781474
3433,2014-01-01,-2.72,57.17
3434,2018-01-01,-3.55,56.75
3436,2014-01-01,-3.69,57.15
3438,1995-01-01,-4.45,57.32
3439,1935-01-01,-5.558428,57.175284
3442,1997-01-01,-3.94,56.72
3443,2016-01-01,-5.12,56.22
3444,2013-01-01,-2.71,57.18
3446,2021-01-01,-3.652795,55.23799
3447,1980-01-01,-5.342739,57.626178
3448,2018-01-01,-4.323431,55.946095
3449,2002-01-01,-5.22,58.24
3451,2014-01-01,-3.85,57.2
3452,2021-01-01,-4.33425,56.125639
3453,2004-01-01,-5.74,57.26
3454,2014-01-01,-2.43,57.11
3457,2018-01-01,-5.46,56.3
3462,2016-01-01,-4.57,55.04
3463,1994-01-01,-4.26,57.55
3464,1997-01-01,-5.28,58.16
3465,1925-01-01,-5.426637,57.538532
3468,2016-01-01,-2.42,57.03
3469,2006-01-01,-4.18,57.64
3472,2016-01-01,-4.57,55.04
3473,1994-01-01,-4.26,57.55
3474,1997-01-01,-5.28,58.16
3475,1925-01-01,-5.426637,57.538532
3478,2016-01-01,-2.42,57.03
3479,2006-01-01,-4.18,57.64
3482,1997-01-01,-3.94,56.72
3483,2016-01-01,-5.12,56.22
3484,2013-01-01,-2.71,57.18
3486,2021-01-01,-3.652795,55.23799
3487,1980-01-01,-5.342739,57.626178
3488,2018-01-01,-4.323431,55.946095
3489,2002-01-01,-5.22,58.24
3491,2014-01-01,-3.85,57.2
3492,2021-01-01,-4.33425,56.125639
3493,2004-01-01,-5.74,57.26
3494,2014-01-01,-2.43,57.11
3497,2018-01-01,-5.46,56.3
3500,2007-01-01,-2.45,57.12
3502,1991-01-01,-3.927145,57.781474
3503,2014-01-01,-2.72,57.17
3504,2018-01-01,-3.55,56.75
3506,2014-01-01,-3.69,57.15
3508,1995-01-01,-4.45,57.32
3509,1935-01-01,-5.558428,57.175284
3512,1997-01-01,-3.94,56.72
3513,2016-01-01,-5.12,56.22
3514,2013-01-01,-2.71,57.18
3516,2021-01-01,-3.652795,55.23799
3517,1980-01-01,-5.342739,57.626178
3518,2018-01-01,-4.323431,55.946095
3519,2002-01-01,-5.22,58.24
3522,1997-01-01,-3.94,56.72
3523,2016-01-01,-5.12,56.22
3524,2013-01-01,-2.71,57.18
3526,2021-01-01,-3.652795,55.23799
3527,1980-01-01,-5.342739,57.626178
3528,2018-01-01,-4.323431,55.946095
3529,2002-01-01,-5.22,58.24
3530,2007-01-01,-2.45,57.12
3532,1991-01-01,-3.927145,57.781474
3533,2014-01-01,-2.72,57.17
3534,2018-01-01,-3.55,56.75
3536,2014-01-01,-3.69,57.15
3538,1995-01-01,-4.45,57.32
3539,1935-01-01,-5.558428,57.175284
3540,2007-01-01,-2.45,57.12
3542,1991-01-01,-3.927145,57.781474
3543,2014-01-01,-2.72,57.17
3544,2018-01-01,-3.55,56.75
3546,2014-01-01,-3.69,57.15
3548,1995-01-01,-4.45,57.32
3549,1935-01-01,-5.558428,57.175284
3550,2007-01-01,-2.45,57.12
3552,1991-01-01,-3.927145,57.781474
3553,2014-01-01,-2.72,57.17
3554,2018-01-01,-3.55,56.75
3556,2014-01-01,-3.69,57.15
3558,1995-01-01,-4.45,57.32
3559,1935-01-01,-5.558428,57.175284
3560,2007-01-01,-2.45,57.12
3562,1991-01-01,-3.927145,57.781474
3563,2014-01-01,-2.72,57.17
3564,2018-01-01,-3.55,56.75
3566,2014-01-01,-3.69,57.15
3568,1995-01-01,-4.45,57.32
3569,1935-01-01,-5.558428,57.175284
3571,2014-01-01,-3.85,57.2
3572,2021-01-01,-4.33425,56.125639
3573,2004-01-01,-5.74,57.26
3574,2014-01-01,-2.43,57.11
3577,2018-01-01,-5.46,56.3
3581,2014-01-01,-3.85,57.2
3582,2021-01-01,-4.33425,56.125639
3583,2004-01-01,-5.74,57.26
3584,2014-01-01,-2.43,57.11
3587,2018-01-01,-5.46,56.3
3591,2014-01-01,-3.85,57.2
3592,2021-01-01,-4.33425,56.125639
3593,2004-01-01,-5.74,57.26
3594,2014-01-01,-2.43,57.11
3597,2018-01-01,-5.46,56.3
3600,2007-01-01,-2.45,57.12
3602,1991-01-01,-3.927145,57.781474
3603,2014-01-01,-2.72,57.17
3604,2018-01-01,-3.55,56.75
3606,2014-01-01,-3.69,57.15
3608,1995-01-01,-4.45,57.32
3609,1935-01-01,-5.558428,57.175284
3610,2007-01-01,-2.45,57.12
3612,1991-01-01,-3.927145,57.781474
3613,2014-01-01,-2.72,57.17
3614,2018-01-01,-3.55,56.75
3616,2014-01-01,-3.69,57.15
3618,1995-01-01,-4.45,57.32
3619,1935-01-01,-5.558428,57.175284
3621,2014-01-01,-3.85,57.2
3622,2021-01-01,-4.33425,56.125639
3623,2004-01-01,-5.74,57.26
3624,2014-01-01,-2.43,57.11
3627,2018-01-01,-5.46,56.3
3630,2007-01-01,-2.45,57.12
3632,1991-01-01,-3.927145,57.781474
3633,2014-01-01,-2.72,57.17
3634,2018-01-01,-3.55,56.75
3636,2014-01-01,-3.69,57.15
3638,1995-01-01,-4.45,57.32
3639,1935-01-01,-5.558428,57.175284
3640,2007-01-01,-2.45,57.12
3642,1991-01-01,-3.927145,57.781474
3643,2014-01-01,-2.72,57.17
3644,2018-01-01,-3.55,56.75
3646,2014-01-01,-3.69,57.15
3648,1995-01-01,-4.45,57.32
3649,1935-01-01,-5.558428,57.175284
3650,2007-01-01,-2.45,57.12
3652,1991-01-01,-3.927145,57.781474
3653,2014-01-01,-2.72,57.17
3654,2018-01-01,-3.55,56.75
3656,2014-01-01,-3.69,57.15
3658,1995-01-01,-4.45,57.32
3659,1935-01-01,-5.558428,57.175284
3662,1997-01-01,-3.94,56.72
3663,2016-01-01,-5.12,56.22
3664,2013-01-01,-2.71,57.18
3666,2021-01-01,-3.652795,55.23799
3667,1980-01-01,-5.342739,57.626178
3668,2018-01-01,-4.323431,55.946095
3669,2002-01-01,-5.22,58.24
3670,2007-01-01,-2.45,57.12
3672,1991-01-01,-3.927145,57.781474
3673,2014-01-01,-2.72,57.17
3674,2018-01-01,-3.55,56.75
3676,2014-01-01,-3.69,57.15
3678,1995-01-01,-4.45,57.32
3679,1935-01-01,-5.558428,57.175284
3681,2014-01-01,-3.85,57.2
3682,2021-01-01,-4.33425,56.125639
3683,2004-01-01,-5.74,57.26
3684,2014-01-01,-2.43,57.11
3687,2018-01-01,-5.46,56.3
3691,2014-01-01,-3.85,57.2
3692,2021-01-01,-4.33425,56.125639
3693,2004-01-01,-5.74,57.26
3694,2014-01-01,-2.43,57.11
3697,2018-01-01,-5.46,56.3
3700,2007-01-01,-2.45,57.12
3702,1991-01-01,-3.927145,57.781474
3703,2014-01-01,-2.72,57.17
3704,2018-01-01,-3.55,56.75
3706,2014-01-01,-3.69,57.15
3708,1995-01-01,-4.45,57.32
3709,1935-01-01,-5.558428,57.175284
3712,1997-01-01,-3.94,56.72
3713,2016-01-01,-5.12,56.22
3714,2013-01-01,-2.71,57.18
3716,2021-01-01,-3.652795,55.23799
3717,1980-01-01,-5.342739,57.626178
3718,2018-01-01,-4.323431,55.946095
3719,2002-01-01,-5.22,58.24
3720,2007-01-01,-2.45,57.12
3722,1991-01-01,-3.927145,57.781474
3723,2014-01-01,-2.72,57.17
3724,2018-01-01,-3.55,56.75
3726,2014-01-01,-3.69,57.15
3728,1995-01-01,-4.45,57.32
3729,1935-01-01,-5.558428,57.175284
3730,2007-01-01,-2.45,57.12
3732,1991-01-01,-3.927145,57.781474
3733,2014-01-01,-2.72,57.17
3734,2018-01-01,-3.55,56.75
3736,2014-01-01,-3.69,57.15
3738,1995-01-01,-4.45,57.32
3739,1935-01-01,-5.558428,57.175284
3740,2007-01-01,-2.45,57.12
3742,1991-01-01,-3.927145,57.781474
3743,2014-01-01,-2.72,57.17
3744,2018-01-01,-3.55,56.75
3746,2014-01-01,-3.69,57.15
3748,1995-01-01,-4.45,57.32
3749,1935-01-01,-5.558428,57.175284
3751,2014-01-01,-3.85,57.2
3752,2021-01-01,-4.33425,56.125639
3753,2004-01-01,-5.74,57.26
3754,2014-01-01,-2.43,57.11
3757,2018-01-01,-5.46,56.3
3762,2016-01-01,-4.57,55.04
3763,1994-01-01,-4.26,57.55
3764,1997-01-01,-5.28,58.16
3765,1925-01-01,-5.426637,57.538532
3768,2016-01-01,-2.42,57.03
3769,2006-01-01,-4.18,57.64
3771,2014-01-01,-3.85,57.2
3772,2021-01-01,-4.33425,56.125639
3773,2004-01-01,-5.74,57.26
3774,2014-01-01,-2.43,57.11
3777,2018-01-01,-5.46,56.3
3782,1997-01-01,-3.94,56.72
3783,2016-01-01,-5.12,56.22
3784,2013-01-01,-2.71,57.18
3786,2021-01-01,-3.652795,55.23799
3787,1980-01-01,-5.342739,57.626178
3788,2018-01-01,-4.323431,55.946095
3789,2002-01-01,-5.22,58.24
3790,2007-01-01,-2.45,57.12
3792,1991-01-01,-3.927145,57.781474
3793,2014-01-01,-2.72,57.17
3794,2018-01-01,-3.55,56.75
3796,2014-01-01,-3.69,57.15
3798,1995-01-01,-4.45,57.32
3799,1935-01-01,-5.558428,57.175284
3800,2007-01-01,-2.45,57.12
3802,1991-01-01,-3.927145,57.781474
3803,2014-01-01,-2.72,57.17
3804,2018-01-01,-3.55,56.75
3806,2014-01-01,-3.69,57.15
3808,1995-01-01,-4.45,57.32
3809,1935-01-01,-5.558428,57.175284
3810,2015-01-01,-4.44,57.65
3813,2014-01-01,-3.7,57.15
3815,2015-01-01,-3.31,57.63
